DOY,lon,lat,temp,rcp26,rcp85,rcp26Smoothed,rcp85Smoothed,rcp26added,rcp85added
233,-112.0644989,65.45358276,10.89990664,1.50944519,4.998618126,1.534275066,5.075246163,12.4341817,15.9751528
234,-112.0644989,65.45358276,10.72792712,1.50944519,4.998618126,1.532933271,5.086679742,12.26086039,15.81460686
235,-112.0644989,65.45358276,10.5559476,1.50944519,4.998618126,1.531591476,5.09811332,12.08753907,15.65406092
236,-112.0644989,65.45358276,10.38396808,1.50944519,4.998618126,1.530249681,5.109546899,11.91421776,15.49351498
237,-112.0644989,65.45358276,10.18083032,1.50944519,4.998618126,1.53275812,5.123992679,11.71358844,15.304823
238,-112.0644989,65.45358276,9.977692573,1.50944519,4.998618126,1.53526656,5.138438459,11.51295913,15.11613103
239,-112.0644989,65.45358276,9.774554821,1.50944519,4.998618126,1.537775,5.15288424,11.31232982,14.92743906
240,-112.0644989,65.45358276,9.57141707,1.50944519,4.998618126,1.540283439,5.16733002,11.11170051,14.73874709
241,-112.0644989,65.45358276,9.368279318,1.50944519,4.998618126,1.542791879,5.1817758,10.9110712,14.55005512
242,-112.0644989,65.45358276,9.165141566,1.50944519,4.998618126,1.545300318,5.196221581,10.71044188,14.36136315
243,-112.0644989,65.45358276,8.962003815,1.50944519,4.998618126,1.547808758,5.210667361,10.50981257,14.17267118
244,-112.0644989,65.45358276,8.758866063,1.50944519,4.998618126,1.550317198,5.225113141,10.30918326,13.9839792
245,-112.0644989,65.45358276,8.555728311,1.596662641,5.474997044,1.552825637,5.239558921,10.10855395,13.79528723
246,-112.0644989,65.45358276,8.35259056,1.596662641,5.474997044,1.555334077,5.254004702,9.907924637,13.60659526
247,-112.0644989,65.45358276,8.14023628,1.596662641,5.474997044,1.558496879,5.26907183,9.698733159,13.40930811
248,-112.0644989,65.45358276,7.927882,1.596662641,5.474997044,1.561659681,5.284138958,9.489541681,13.21202096
249,-112.0644989,65.45358276,7.71552772,1.596662641,5.474997044,1.564822483,5.299206086,9.280350203,13.01473381
250,-112.0644989,65.45358276,7.50317344,1.596662641,5.474997044,1.567985284,5.314273214,9.071158724,12.81744665
251,-112.0194016,65.17411804,7.29081916,1.596662641,5.474997044,1.571148086,5.329340342,8.861967246,12.6201595
252,-112.0194016,65.17411804,7.07846488,1.596662641,5.474997044,1.574310888,5.34440747,8.652775768,12.42287235
253,-112.0194016,65.17411804,6.8661106,1.596662641,5.474997044,1.57747369,5.359474598,8.44358429,12.2255852
254,-112.0194016,65.17411804,6.65375632,1.596662641,5.474997044,1.580636492,5.374541727,8.234392812,12.02829805
255,-112.0194016,65.17411804,6.44140204,1.596662641,5.474997044,1.583799293,5.389608855,8.025201334,11.8310109
256,-112.634903,64.87429047,6.229047761,1.587217569,5.449665546,1.586962095,5.404675983,7.816009856,11.63372374
257,-112.634903,64.87429047,6.012095116,1.587217569,5.449665546,1.598616419,5.427825681,7.610711535,11.4399208
258,-112.634903,64.87429047,5.795142472,1.587217569,5.449665546,1.610270743,5.450975379,7.405413214,11.24611785
259,-112.634903,64.87429047,5.578189827,1.587217569,5.449665546,1.621925067,5.474125078,7.200114894,11.0523149
260,-112.634903,64.87429047,5.361237182,1.587217569,5.449665546,1.63357939,5.497274776,6.994816573,10.85851196
261,-113.2938995,64.85192108,5.144284538,1.587217569,5.449665546,1.645233714,5.520424474,6.789518252,10.66470901
262,-113.2938995,64.85192108,4.927331893,1.587217569,5.449665546,1.656888038,5.543574173,6.584219931,10.47090607
263,-113.2938995,64.85192108,4.710379249,1.587217569,5.449665546,1.668542362,5.566723871,6.378921611,10.27710312
264,-113.2938995,64.85192108,4.493426604,1.587217569,5.449665546,1.680196686,5.589873569,6.17362329,10.08330017
265,-113.2938995,64.85192108,4.27647396,1.587217569,5.449665546,1.691851009,5.613023268,5.968324969,9.889497227
266,-113.9518967,64.8270874,4.059521315,1.580248594,5.423156738,1.703505333,5.636172966,5.763026648,9.695694281
267,-113.9518967,64.8270874,3.828957981,1.580248594,5.423156738,1.719169615,5.662509042,5.548127596,9.491467023
268,-113.9518967,64.8270874,3.598394647,1.580248594,5.423156738,1.734833897,5.688845118,5.333228543,9.287239764
269,-113.9518967,64.8270874,3.367831312,1.580248594,5.423156738,1.750498179,5.715181193,5.118329491,9.083012506
270,-113.9518967,64.8270874,3.137267978,1.580248594,5.423156738,1.766162461,5.741517269,4.903430439,8.878785247
271,-114.608902,64.7997818,2.906704643,1.564937353,5.388634682,1.781826743,5.767853345,4.688531386,8.674557989
272,-114.608902,64.7997818,2.676141309,1.564937353,5.388634682,1.797491025,5.794189421,4.473632334,8.47033073
273,-114.608902,64.7997818,2.445577975,1.564937353,5.388634682,1.813155307,5.820525497,4.258733281,8.266103472
274,-114.608902,64.7997818,2.21501464,1.564937353,5.388634682,1.828819588,5.846861573,4.043834229,8.061876213
275,-114.608902,64.7997818,1.984451306,2.252147198,6.656612396,1.84448387,5.873197649,3.828935176,7.857648955
276,-115.1925964,64.49051666,1.753887972,2.101801395,6.295010567,1.860148152,5.899533725,3.614036124,7.653421696
277,-115.1925964,64.49051666,1.504926879,2.101801395,6.295010567,1.87916237,5.932486196,3.38408925,7.437413076
278,-115.1925964,64.49051666,1.255965787,2.101801395,6.295010567,1.898176589,5.965438668,3.154142375,7.221404455
279,-115.1925964,64.49051666,1.007004694,2.101801395,6.295010567,1.917190807,5.99839114,2.924195501,7.005395834
280,-115.1925964,64.49051666,0.758043602,2.101801395,6.295010567,1.936205025,6.031343612,2.694248627,6.789387213
281,-115.7651978,64.17881012,0.509082509,2.079952717,6.248015404,1.955219243,6.064296083,2.464301752,6.573378593
282,-115.7651978,64.17881012,0.260121417,2.079952717,6.248015404,1.974233461,6.097248555,2.234354878,6.357369972
283,-115.7651978,64.17881012,0.011160325,2.079952717,6.248015404,1.993247679,6.130201027,2.004408004,6.141361351
284,-115.7651978,64.17881012,-0.237800768,2.079952717,6.248015404,2.012261897,6.163153498,1.774461129,5.925352731
285,-115.7651978,64.17881012,-0.48676186,2.079952717,6.248015404,2.031276115,6.19610597,1.544514255,5.70934411
286,-115.6902008,63.89862061,-0.735722953,2.079952717,6.248015404,2.050290333,6.229058442,1.314567381,5.493335489
287,-115.6902008,63.89862061,-0.998282795,2.079952717,6.248015404,2.087469013,6.336017145,1.089186218,5.337734349
288,-115.6902008,63.89862061,-1.260842638,2.079952717,6.248015404,2.124647692,6.442975847,0.863805055,5.18213321
289,-115.6902008,63.89862061,-1.52340248,2.079952717,6.248015404,2.161826372,6.54993455,0.638423892,5.02653207
290,-115.6902008,63.89862061,-1.785962323,2.079952717,6.248015404,2.199005052,6.656893252,0.413042729,4.87093093
291,-115.6164017,63.61798096,-2.048522165,2.079952717,6.248015404,2.236183731,6.763851955,0.187661566,4.71532979
292,-115.6164017,63.61798096,-2.311082007,2.079952717,6.248015404,2.273362411,6.870810658,-0.037719597,4.55972865
293,-115.6164017,63.61798096,-2.57364185,2.079952717,6.248015404,2.31054109,6.97776936,-0.26310076,4.40412751
294,-115.6164017,63.61798096,-2.836201692,2.079952717,6.248015404,2.34771977,7.084728063,-0.488481923,4.248526371
295,-115.6164017,63.61798096,-3.098761535,2.079952717,6.248015404,2.384898449,7.191686766,-0.713863085,4.092925231
296,-114.9164963,63.36801147,-3.361321377,1.971472025,5.968388081,2.422077129,7.298645468,-0.939244248,3.937324091
297,-114.9164963,63.36801147,-3.622491786,1.971472025,5.968388081,2.457354977,7.407497321,-1.165136809,3.785005535
298,-114.9164963,63.36801147,-3.883662194,1.971472025,5.968388081,2.492632825,7.516349173,-1.391029369,3.63268698
299,-114.9164963,63.36801147,-4.144832602,1.971472025,5.968388081,2.527910673,7.625201026,-1.616921929,3.480368424
300,-114.9164963,63.36801147,-4.40600301,1.971472025,5.968388081,2.563188521,7.734052879,-1.842814489,3.328049868
301,-114.2879028,63.39672852,-4.667173419,1.98903048,5.996058941,2.598466369,7.842904731,-2.068707049,3.175731313
302,-114.2879028,63.39672852,-4.928343827,1.98903048,5.996058941,2.633744217,7.951756584,-2.294599609,3.023412757
303,-114.2879028,63.39672852,-5.189514235,1.98903048,5.996058941,2.669022065,8.060608437,-2.52049217,2.871094202
304,-114.2879028,63.39672852,-5.450684643,1.98903048,5.996058941,2.704299914,8.169460289,-2.74638473,2.718775646
305,-114.2879028,63.39672852,-5.711855052,1.98903048,5.996058941,2.739577762,8.278312142,-2.97227729,2.56645709
306,-114.2879028,63.39672852,-5.97302546,3.302475214,10.05452061,2.77485561,8.387163995,-3.19816985,2.414138535
307,-114.2879028,63.39672852,-6.217739384,3.302475214,10.05452061,2.820255326,8.533138383,-3.397484059,2.315398999
308,-114.2879028,63.39672852,-6.462453309,3.302475214,10.05452061,2.865655042,8.679112772,-3.596798267,2.216659463
309,-114.2879028,63.39672852,-6.707167233,3.302475214,10.05452061,2.911054758,8.82508716,-3.796112475,2.117919927
310,-114.2879028,63.39672852,-6.951881158,3.302475214,10.05452061,2.956454474,8.971061549,-3.995426684,2.019180391
311,-114.2879028,63.39672852,-7.196595082,3.302475214,10.05452061,3.00185419,9.117035937,-4.194740892,1.920440855
312,-114.2879028,63.39672852,-7.441309007,3.302475214,10.05452061,3.047253906,9.263010326,-4.394055101,1.821701319
313,-114.2879028,63.39672852,-7.686022932,3.302475214,10.05452061,3.092653622,9.408984714,-4.593369309,1.722961783
314,-114.2879028,63.39672852,-7.930736856,3.302475214,10.05452061,3.138053338,9.554959103,-4.792683518,1.624222247
315,-114.2879028,63.39672852,-8.175450781,3.302475214,10.05452061,3.183453054,9.700933491,-4.991997726,1.525482711
316,-114.2879028,63.39672852,-8.420164705,3.302475214,10.05452061,3.228852771,9.84690788,-5.191311935,1.426743175
317,-114.2879028,63.39672852,-8.632480188,3.302475214,10.05452061,3.229626442,9.877919651,-5.402853746,1.245439463
318,-114.2879028,63.39672852,-8.844795671,3.302475214,10.05452061,3.230400114,9.908931423,-5.614395558,1.064135752
319,-114.2879028,63.39672852,-9.057111154,3.302475214,10.05452061,3.231173785,9.939943195,-5.825937369,0.882832041
320,-114.2879028,63.39672852,-9.269426637,3.302475214,10.05452061,3.231947457,9.970954967,-6.037479181,0.70152833
321,-114.2879028,63.39672852,-9.48174212,3.302475214,10.05452061,3.232721128,10.00196674,-6.249020992,0.520224618
322,-114.2879028,63.39672852,-9.694057603,3.302475214,10.05452061,3.2334948,10.03297851,-6.460562804,0.338920907
323,-114.2879028,63.39672852,-9.906373086,3.302475214,10.05452061,3.234268471,10.06399028,-6.672104615,0.157617196
324,-114.2879028,63.39672852,-10.11868857,3.302475214,10.05452061,3.235042143,10.09500205,-6.883646427,-0.023686515
325,-114.2879028,63.39672852,-10.33100405,3.302475214,10.05452061,3.235815814,10.12601383,-7.095188238,-0.204990227
326,-114.2879028,63.39672852,-10.54331954,3.302475214,10.05452061,3.236589486,10.1570256,-7.306730049,-0.386293938
327,-114.2879028,63.39672852,-10.71068003,3.302475214,10.05452061,3.222785394,10.1819685,-7.487894638,-0.528711535
328,-114.2879028,63.39672852,-10.87804053,3.302475214,10.05452061,3.208981302,10.2069114,-7.669059227,-0.671129132
329,-114.2879028,63.39672852,-11.04540103,3.302475214,10.05452061,3.195177211,10.2318543,-7.850223816,-0.813546728
330,-114.2879028,63.39672852,-11.21276152,3.302475214,10.05452061,3.181373119,10.2567972,-8.031388405,-0.955964325
331,-114.2879028,63.39672852,-11.38012202,3.302475214,10.05452061,3.167569027,10.2817401,-8.212552993,-1.098381922
332,-114.2879028,63.39672852,-11.54748252,3.302475214,10.05452061,3.153764935,10.306683,-8.393717582,-1.240799519
333,-114.2879028,63.39672852,-11.71484301,3.302475214,10.05452061,3.139960843,10.3316259,-8.574882171,-1.383217116
334,-114.2879028,63.39672852,-11.88220351,3.302475214,10.05452061,3.126156752,10.3565688,-8.75604676,-1.525634713
335,-114.2879028,63.39672852,-12.04956401,3.302475214,10.05452061,3.11235266,10.3815117,-8.937211348,-1.66805231
336,-114.2879028,63.39672852,-12.21692451,2.903468847,10.74233341,3.098548568,10.4064546,-9.118375937,-1.810469907
337,-114.2879028,63.39672852,-12.3387975,2.903468847,10.74233341,3.085976364,10.42807401,-9.252821141,-1.910723499
338,-114.2879028,63.39672852,-12.4606705,2.903468847,10.74233341,3.07340416,10.44969341,-9.387266345,-2.010977091
339,-114.2879028,63.39672852,-12.5825435,2.903468847,10.74233341,3.060831955,10.47131282,-9.521711549,-2.111230683
340,-114.2879028,63.39672852,-12.7044165,2.903468847,10.74233341,3.048259751,10.49293223,-9.656156752,-2.211484275
341,-114.2879028,63.39672852,-12.8262895,2.903468847,10.74233341,3.035687547,10.51455164,-9.790601956,-2.311737867
342,-114.2879028,63.39672852,-12.9481625,2.903468847,10.74233341,3.023115342,10.53617104,-9.92504716,-2.411991459
343,-114.2879028,63.39672852,-13.0700355,2.903468847,10.74233341,3.010543138,10.55779045,-10.05949236,-2.512245051
344,-114.2879028,63.39672852,-13.1919085,2.903468847,10.74233341,2.997970934,10.57940986,-10.19393757,-2.612498643
345,-114.2879028,63.39672852,-13.3137815,2.903468847,10.74233341,2.985398729,10.60102927,-10.32838277,-2.712752235
346,-114.2879028,63.39672852,-13.4356545,2.903468847,10.74233341,2.972826525,10.62264867,-10.46282797,-2.813005827
347,-114.2879028,63.39672852,-13.52563196,2.903468847,10.74233341,2.963031261,10.63861265,-10.56260069,-2.887019301
348,-114.2879028,63.39672852,-13.61560941,2.903468847,10.74233341,2.953235998,10.65457664,-10.66237341,-2.961032775
349,-114.2879028,63.39672852,-13.70558687,2.903468847,10.74233341,2.943440734,10.67054062,-10.76214613,-3.035046249
350,-114.2879028,63.39672852,-13.79556432,2.903468847,10.74233341,2.93364547,10.6865046,-10.86191885,-3.109059723
351,-114.2879028,63.39672852,-13.88554178,2.903468847,10.74233341,2.923850206,10.70246858,-10.96169157,-3.183073197
352,-114.2879028,63.39672852,-13.97551923,2.903468847,10.74233341,2.914054942,10.71843256,-11.06146429,-3.257086671
353,-114.2879028,63.39672852,-14.06549669,2.903468847,10.74233341,2.904259679,10.73439654,-11.16123701,-3.331100145
354,-114.2879028,63.39672852,-14.15547415,2.903468847,10.74233341,2.894464415,10.75036053,-11.26100973,-3.405113619
355,-114.2879028,63.39672852,-14.2454516,2.903468847,10.74233341,2.884669151,10.76632451,-11.36078245,-3.479127093
356,-114.2879028,63.39672852,-14.33542906,2.903468847,10.74233341,2.874873887,10.78228849,-11.46055517,-3.553140567
357,-114.2879028,63.39672852,-14.40978601,2.903468847,10.74233341,2.869392706,10.79030385,-11.5403933,-3.619482162
358,-114.2879028,63.39672852,-14.48414296,2.903468847,10.74233341,2.863911525,10.79831921,-11.62023144,-3.685823757
359,-114.2879028,63.39672852,-14.55849992,2.903468847,10.74233341,2.858430344,10.80633457,-11.70006957,-3.752165352
360,-114.2879028,63.39672852,-14.63285687,2.903468847,10.74233341,2.852949163,10.81434993,-11.77990771,-3.818506947
361,-114.2879028,63.39672852,-14.70721383,2.903468847,10.74233341,2.847467982,10.82236529,-11.85974584,-3.884848542
362,-114.2879028,63.39672852,-14.78157078,2.903468847,10.74233341,2.841986801,10.83038064,-11.93958398,-3.951190137
363,-114.2879028,63.39672852,-14.85592774,2.903468847,10.74233341,2.83650562,10.838396,-12.01942212,-4.017531732
364,-114.2879028,63.39672852,-14.93028469,2.903468847,10.74233341,2.831024439,10.84641136,-12.09926025,-4.083873327
365,-114.2879028,63.39672852,-15.00464164,2.903468847,10.74233341,2.825543258,10.85442672,-12.17909839,-4.150214922
