rcp26_raw,rcp85_raw,rcp26_smooth,rcp85_smooth
2.618224859,7.456746101,2.46891442,7.474616275
2.618224859,7.456746101,2.474518264,7.467252914
2.618224859,7.456746101,2.480122107,7.459889553
2.618224859,7.456746101,2.48572595,7.452526193
2.618224859,7.456746101,2.489060435,7.445673772
2.618224859,7.456746101,2.492394921,7.438821351
2.618224859,7.456746101,2.495729406,7.43196893
2.618224859,7.456746101,2.499063892,7.425116509
2.618224859,7.456746101,2.502398377,7.418264088
2.618224859,7.456746101,2.505732863,7.411411667
2.618224859,7.456746101,2.509067349,7.404559246
2.618224859,7.456746101,2.512401834,7.397706825
2.618224859,7.456746101,2.51573632,7.390854404
2.618224859,7.456746101,2.519070805,7.384001983
2.618224859,7.456746101,2.515245901,7.367489745
2.618224859,7.456746101,2.511420997,7.350977507
2.618224859,7.456746101,2.507596093,7.334465269
2.618224859,7.456746101,2.503771189,7.317953031
2.618224859,7.456746101,2.499946285,7.301440793
2.618224859,7.456746101,2.496121381,7.284928555
2.451334953,7.250707626,2.492296477,7.268416318
2.451334953,7.250707626,2.488471574,7.25190408
2.451334953,7.250707626,2.48464667,7.235391842
2.451334953,7.250707626,2.480821766,7.218879604
2.451334953,7.250707626,2.468776837,7.182453156
2.451334953,7.250707626,2.456731909,7.146026708
2.451334953,7.250707626,2.444686981,7.109600261
2.451334953,7.250707626,2.432642053,7.073173813
2.451334953,7.250707626,2.420597125,7.036747365
2.451334953,7.250707626,2.408552196,7.000320918
2.451334953,7.250707626,2.396507268,6.96389447
2.451334953,7.250707626,2.38446234,6.927468022
2.451334953,7.250707626,2.372417412,6.891041575
2.451334953,7.250707626,2.360372484,6.854615127
2.451334953,7.250707626,2.345496124,6.809520468
2.451334953,7.250707626,2.330619764,6.764425809
2.451334953,7.250707626,2.315743404,6.71933115
2.451334953,7.250707626,2.300867044,6.674236491
2.451334953,7.250707626,2.285990684,6.629141832
2.451334953,7.250707626,2.271114324,6.584047173
2.451334953,7.250707626,2.256237965,6.538952514
2.451334953,7.250707626,2.241361605,6.493857855
2.451334953,7.250707626,2.226485245,6.448763196
2.451334953,7.250707626,2.211608885,6.403668537
2.451334953,7.250707626,2.195967243,6.360173971
2.451334953,7.250707626,2.1803256,6.316679404
2.451334953,7.250707626,2.164683958,6.273184838
2.451334953,7.250707626,2.149042316,6.229690271
2.451334953,7.250707626,2.133400674,6.186195705
2.451334953,7.250707626,2.117759032,6.142701138
1.77990365,4.964913368,2.102117389,6.099206572
1.77990365,4.964913368,2.086475747,6.055712005
1.77990365,4.964913368,2.070834105,6.012217439
1.77990365,4.964913368,2.055192463,5.968722872
1.77990365,4.964913368,2.03835471,5.92565822
1.77990365,4.964913368,2.021516956,5.882593568
1.77990365,4.964913368,2.004679203,5.839528916
1.77990365,4.964913368,1.98784145,5.796464264
1.77990365,4.964913368,1.971003697,5.753399612
1.77990365,4.964913368,1.954165944,5.71033496
1.77990365,4.964913368,1.93732819,5.667270308
1.77990365,4.964913368,1.920490437,5.624205656
1.77990365,4.964913368,1.903652684,5.581141003
1.77990365,4.964913368,1.886814931,5.538076351
1.77990365,4.964913368,1.870627731,5.499812029
1.77990365,4.964913368,1.85444053,5.461547707
1.77990365,4.964913368,1.83825333,5.423283385
1.77990365,4.964913368,1.82206613,5.385019063
1.77990365,4.964913368,1.80587893,5.346754741
1.77990365,4.964913368,1.789691729,5.308490419
1.77990365,4.964913368,1.773504529,5.270226096
1.77990365,4.964913368,1.757317329,5.231961774
1.77990365,4.964913368,1.741130128,5.193697452
1.77990365,4.964913368,1.724942928,5.15543313
1.77990365,4.964913368,1.714341758,5.139593231
1.77990365,4.964913368,1.703740587,5.123753332
1.77990365,4.964913368,1.693139417,5.107913433
1.77990365,4.964913368,1.682538246,5.092073535
1.77990365,4.964913368,1.671937076,5.076233636
1.77990365,4.964913368,1.661335906,5.060393737
1.77990365,4.964913368,1.650734735,5.044553838
1.449507117,4.926543236,1.640133565,5.028713939
1.449507117,4.926543236,1.629532394,5.01287404
1.449507117,4.926543236,1.618931224,4.997034141
1.449507117,4.926543236,1.614732211,5.003535394
1.449507117,4.926543236,1.610533198,5.010036646
1.449507117,4.926543236,1.606334185,5.016537899
1.449507117,4.926543236,1.602135172,5.023039151
1.449507117,4.926543236,1.597936159,5.029540404
1.449507117,4.926543236,1.593737146,5.036041656
1.449507117,4.926543236,1.589538133,5.042542909
1.449507117,4.926543236,1.585339119,5.049044161
1.449507117,4.926543236,1.581140106,5.055545413
1.449507117,4.926543236,1.576941093,5.062046666
1.449507117,4.926543236,1.575821347,5.075774753
1.449507117,4.926543236,1.574701601,5.089502839
1.449507117,4.926543236,1.573581855,5.103230926
1.449507117,4.926543236,1.572462109,5.116959013
1.449507117,4.926543236,1.571342363,5.1306871
1.449507117,4.926543236,1.570222617,5.144415186
1.449507117,4.926543236,1.569102871,5.158143273
1.449507117,4.926543236,1.567983125,5.17187136
1.449507117,4.926543236,1.566863379,5.185599446
1.449507117,4.926543236,1.565743633,5.199327533
1.449507117,4.926543236,1.572723446,5.224748958
1.449507117,4.926543236,1.579703259,5.250170383
1.449507117,4.926543236,1.586683072,5.275591807
1.449507117,4.926543236,1.593662885,5.301013232
1.449507117,4.926543236,1.600642698,5.326434657
1.449507117,4.926543236,1.607622511,5.351856081
1.449507117,4.926543236,1.614602324,5.377277506
1.449507117,4.926543236,1.621582137,5.402698931
1.690865874,5.704314232,1.62856195,5.428120356
1.690865874,5.704314232,1.635541763,5.45354178
1.690865874,5.704314232,1.658606937,5.501992186
1.690865874,5.704314232,1.681672112,5.550442592
1.690865874,5.704314232,1.704737287,5.598892999
1.690865874,5.704314232,1.727802461,5.647343405
1.690865874,5.704314232,1.750867636,5.695793811
1.690865874,5.704314232,1.773932811,5.744244217
1.690865874,5.704314232,1.796997985,5.792694623
1.690865874,5.704314232,1.82006316,5.841145029
1.690865874,5.704314232,1.843128335,5.889595435
1.690865874,5.704314232,1.866193509,5.938045841
1.690865874,5.704314232,1.894409226,5.99702131
1.690865874,5.704314232,1.922624943,6.055996779
1.690865874,5.704314232,1.950840659,6.114972248
1.690865874,5.704314232,1.979056376,6.173947716
1.690865874,5.704314232,2.007272093,6.232923185
1.690865874,5.704314232,2.035487809,6.291898654
1.690865874,5.704314232,2.063703526,6.350874123
1.690865874,5.704314232,2.091919242,6.409849591
1.690865874,5.704314232,2.120134959,6.46882506
1.690865874,5.704314232,2.148350676,6.527800529
1.690865874,5.704314232,2.177462182,6.592772657
1.690865874,5.704314232,2.206573689,6.657744785
1.690865874,5.704314232,2.235685196,6.722716913
1.690865874,5.704314232,2.264796702,6.787689042
1.690865874,5.704314232,2.293908209,6.85266117
1.690865874,5.704314232,2.323019716,6.917633298
1.690865874,5.704314232,2.352131222,6.982605426
1.690865874,5.704314232,2.381242729,7.047577555
2.991551399,8.207302094,2.410354235,7.112549683
2.991551399,8.207302094,2.439465742,7.177521811
2.991551399,8.207302094,2.474035666,7.265858571
2.991551399,8.207302094,2.50860559,7.354195331
2.991551399,8.207302094,2.543175514,7.442532091
2.991551399,8.207302094,2.577745437,7.530868851
2.991551399,8.207302094,2.612315361,7.619205611
2.991551399,8.207302094,2.646885285,7.707542371
2.991551399,8.207302094,2.681455209,7.79587913
2.991551399,8.207302094,2.716025133,7.88421589
2.991551399,8.207302094,2.750595057,7.97255265
2.991551399,8.207302094,2.78516498,8.06088941
2.991551399,8.207302094,2.824348127,8.165098296
2.991551399,8.207302094,2.863531274,8.269307183
2.991551399,8.207302094,2.902714421,8.373516069
2.991551399,8.207302094,2.941897568,8.477724955
2.991551399,8.207302094,2.981080715,8.581933842
2.991551399,8.207302094,3.020263862,8.686142728
2.991551399,8.207302094,3.059447009,8.790351614
2.991551399,8.207302094,3.098630156,8.894560501
2.991551399,8.207302094,3.137813303,8.998769387
2.991551399,8.207302094,3.17699645,9.102978273
2.991551399,8.207302094,3.206407452,9.199715571
2.991551399,8.207302094,3.235818455,9.296452869
2.991551399,8.207302094,3.265229458,9.393190167
2.991551399,8.207302094,3.29464046,9.489927465
2.991551399,8.207302094,3.324051463,9.586664762
2.991551399,8.207302094,3.353462465,9.68340206
2.991551399,8.207302094,3.382873468,9.780139358
2.991551399,8.207302094,3.41228447,9.876876656
2.991551399,8.207302094,3.441695473,9.973613954
4.317817211,12.10677719,3.471106475,10.07035125
4.317817211,12.10677719,3.487978776,10.15915137
4.317817211,12.10677719,3.504851076,10.24795149
4.317817211,12.10677719,3.521723376,10.33675161
4.317817211,12.10677719,3.538595676,10.42555173
4.317817211,12.10677719,3.555467977,10.51435185
4.317817211,12.10677719,3.572340277,10.60315197
4.317817211,12.10677719,3.589212577,10.69195209
4.317817211,12.10677719,3.606084878,10.78075221
4.317817211,12.10677719,3.622957178,10.86955233
4.317817211,12.10677719,3.639829478,10.95835245
4.317817211,12.10677719,3.656688501,11.0500027
4.317817211,12.10677719,3.673547524,11.14165294
4.317817211,12.10677719,3.690406548,11.23330319
4.317817211,12.10677719,3.707265571,11.32495344
4.317817211,12.10677719,3.724124594,11.41660369
4.317817211,12.10677719,3.740983617,11.50825393
4.317817211,12.10677719,3.75784264,11.59990418
4.317817211,12.10677719,3.774701663,11.69155443
4.317817211,12.10677719,3.791560686,11.78320468
4.317817211,12.10677719,3.808419709,11.87485492
4.317817211,12.10677719,3.823247484,11.94484888
4.317817211,12.10677719,3.838075259,12.01484283
4.317817211,12.10677719,3.852903034,12.08483678
4.317817211,12.10677719,3.867730809,12.15483073
4.317817211,12.10677719,3.882558584,12.22482469
4.317817211,12.10677719,3.897386359,12.29481864
4.317817211,12.10677719,3.912214134,12.36481259
4.317817211,12.10677719,3.927041909,12.43480654
4.317817211,12.10677719,3.941869684,12.5048005
3.798794746,13.22350979,3.956697459,12.57479445
3.798794746,13.22350979,3.944245691,12.60242808
3.798794746,13.22350979,3.931793923,12.63006172
3.798794746,13.22350979,3.919342155,12.65769536
3.798794746,13.22350979,3.906890387,12.68532899
3.798794746,13.22350979,3.894438619,12.71296263
3.798794746,13.22350979,3.881986851,12.74059626
3.798794746,13.22350979,3.869535083,12.7682299
3.798794746,13.22350979,3.857083315,12.79586353
3.798794746,13.22350979,3.844631547,12.82349717
3.798794746,13.22350979,3.832179779,12.85113081
3.798794746,13.22350979,3.807586702,12.86663163
3.798794746,13.22350979,3.782993625,12.88213245
3.798794746,13.22350979,3.758400549,12.89763328
3.798794746,13.22350979,3.733807472,12.9131341
3.798794746,13.22350979,3.709214395,12.92863493
3.798794746,13.22350979,3.684621318,12.94413575
3.798794746,13.22350979,3.660028241,12.95963658
3.798794746,13.22350979,3.635435164,12.9751374
3.798794746,13.22350979,3.610842088,12.99063823
3.798794746,13.22350979,3.586249011,13.00613905
3.798794746,13.22350979,3.564428451,13.00838389
3.798794746,13.22350979,3.54260789,13.01062872
3.798794746,13.22350979,3.52078733,13.01287356
3.798794746,13.22350979,3.49896677,13.0151184
3.798794746,13.22350979,3.47714621,13.01736323
3.798794746,13.22350979,3.45532565,13.01960807
3.798794746,13.22350979,3.43350509,13.02185291
3.798794746,13.22350979,3.411684529,13.02409775
3.798794746,13.22350979,3.389863969,13.02634258
