"","model","season","tas25","tas50","tas75"
"1","rcp26","DJF",1.66300547122955,2.78358149528503,3.90851974487305
"2","rcp26","MAM",1.03735911846161,1.92396783828735,2.99763751029968
"3","rcp26","JJA",0.831068813800812,1.63247835636139,2.28305339813232
"4","rcp26","SON",1.06355118751526,2.52745532989502,3.29113841056824
"5","rcp85","DJF",9.5383939743042,11.32080078125,12.8928174972534
"6","rcp85","MAM",5.52913761138916,6.29251432418823,7.96286678314209
"7","rcp85","JJA",3.93634390830994,5.38182306289673,7.07987308502197
"8","rcp85","SON",6.87731027603149,8.15299129486084,9.21029663085938
